T P CH4 O2 N2 AR CO2 H2O C2H6 HCCOH HNCO CH2CHO H2 CH3 YiSum CH4 O2 N2 AR CO2 H2O C2H6 HCCOH HNCO CH2CHO H2 CH3
1225 104254 0.490669047 0.494240098 0.379047118 0.300272634 0.990952632 0.969578345 0.674636204 0.321912444 0.894295756 0.020567358 0.772445266 0.497719711 6.806336613 0.079941084 0.080522889 0.061755347 0.048921203 0.161448593 0.157966239 0.109913494 0.052446817 0.145701003 0.003350888 0.125848802 0.081089797
2040 101490 0.424866276 0.678101033 0.581956336 0.832984673 0.746903855 0.976002518 0.144385708 0.948771283 0.18870708 0.925329724 0.894981346 0.964788611 8.307778444 0.069220325 0.110477993 0.094813848 0.135712041 0.121687529 0.159012882 0.023523697 0.154576298 0.030744651 0.150757138 0.145812701 0.157185883
1436 103647 0.991495759 0.414624125 0.695760388 0.60995077 0.923470382 0.618986977 0.087652386 0.833051471 0.635955765 0.338491515 0.37850697 0.013931709 6.541878219 0.161537081 0.067551646 0.113355101 0.099374774 0.150454209 0.100846977 0.014280556 0.135722924 0.103611576 0.055147923 0.061667345 0.002269791
1849 106112 0.616549716 0.257463096 0.643034834 0.213297896 0.897993925 0.948325487 0.228140974 0.433981286 0.241709476 0.956533974 0.606122867 0.820900672 6.864054202 0.100449892 0.041946561 0.104764916 0.034751051 0.146303518 0.154503668 0.037169324 0.070705366 0.03937994 0.155841016 0.098751122 0.133743284
340 109872 0.135046384 0.2737283 0.785202035 0.00549668 0.789357808 0.046372846 0.410464566 0.696544565 0.145152006 0.314460878 0.104105409 0.510789871 4.216721348 0.02200211 0.04459653 0.127927168 0.000895533 0.128604238 0.007555185 0.06687396 0.113482862 0.023648544 0.051232788 0.016961125 0.083219221
1143 104066 0.333578974 0.414569155 0.614451974 0.355018423 0.341390427 0.611549005 0.171797471 0.61009725 0.973835146 0.842191825 0.397205196 0.908412081 6.574096927 0.054347559 0.067542691 0.100108122 0.05784053 0.055620221 0.099635163 0.027989693 0.099398639 0.158659768 0.137212094 0.064713709 0.148000871
2059 110741 0.220159094 0.831334729 0.472784854 0.419442299 0.119145871 0.356172744 0.582403024 0.306617989 0.731820613 0.975884476 0.514427191 0.168944909 5.699137792 0.035868895 0.135443228 0.077027344 0.068336636 0.019411557 0.058028595 0.094886623 0.049955004 0.119230127 0.15899365 0.083811823 0.027524946
2349 102616 0.889625813 0.227153693 0.036055718 0.656819852 0.275842977 0.596828181 0.647822805 0.640469823 0.274017206 0.892090048 0.762945867 0.431673922 6.331345904 0.144940163 0.037008473 0.005874292 0.107010807 0.044941059 0.097236808 0.105544985 0.104347018 0.0446436 0.145341643 0.124301135 0.070329444
1441 110365 0.534938055 0.485867474 0.137333097 0.957167011 0.171143128 0.231850236 0.993768622 0.470617713 0.891222862 0.122239397 0.228948274 0.505987409 5.731083278 0.087153506 0.079158799 0.022374667 0.155944152 0.027883086 0.037773647 0.161907382 0.076674268 0.145200359 0.019915562 0.037300851 0.082436792
889 107863 0.774989445 0.504645765 0.978022614 0.919225566 0.256194521 0.46147696 0.065063994 0.204110705 0.142019747 0.684686336 0.916348329 0.428148288 6.33493227 0.126263307 0.082218207 0.159342001 0.149762632 0.041739881 0.075185033 0.010600396 0.03325425 0.023138228 0.111550888 0.149293865 0.069755038
2144 109835 0.250939887 0.199044665 0.253330082 0.812274336 0.874105453 0.761491032 0.652309699 0.166314097 0.064723021 0.076924095 0.567167588 0.171369327 4.849993283 0.040883782 0.032428877 0.041273199 0.132337858 0.142411546 0.12406411 0.106276002 0.027096328 0.010544844 0.012532675 0.092404426 0.027919939
312 101815 0.024695274 0.28864116 0.194792187 0.001944995 0.851509041 0.959048494 0.695649486 0.193825514 0.340178794 0.351115717 0.274878113 0.201196702 4.377475478 0.004023419 0.047026172 0.031736052 0.000316884 0.138730079 0.156250688 0.113337033 0.03157856 0.055422818 0.057204691 0.044783861 0.032779493
1749 109934 0.412684072 0.139922719 0.109220353 0.232437617 0.658168314 0.947485636 0.494983606 0.380662481 0.766784447 0.039423461 0.916684605 0.26068794 5.359145251 0.067235568 0.022796575 0.017794465 0.037869344 0.107230502 0.154366837 0.080644023 0.062018527 0.124926527 0.006422973 0.149348652 0.042471961
973 102081 0.688990861 0.874371809 0.671115348 0.058499256 0.838900202 0.903735738 0.602650087 0.514530222 0.358353005 0.399572193 0.06303027 0.326131072 6.299880062 0.112252192 0.142454941 0.109339867 0.009530852 0.136675814 0.147238989 0.098185328 0.083828609 0.058383808 0.065099346 0.010269056 0.053134127
1960 101819 0.903740632 0.954101301 0.125371089 0.054745257 0.580162277 0.997980568 0.572160801 0.71539758 0.041740652 0.443465587 0.323724819 0.464355002 6.176945564 0.147239786 0.155444678 0.020425786 0.00891924 0.094521555 0.162593603 0.093217933 0.116554444 0.006800496 0.072250573 0.052742094 0.075653931
1676 103306 0.615088036 0.917504129 0.637108784 0.626628832 0.079572687 0.534038343 0.773990247 0.132816664 0.126582522 0.218035502 0.792911035 0.568127418 6.022404199 0.100211751 0.149482171 0.103799429 0.102092008 0.01296419 0.087006923 0.126100515 0.021638838 0.020623155 0.035522914 0.129183139 0.092560804
1051 108461 0.265595366 0.214969763 0.980285032 0.546265162 0.632271329 0.974646407 0.986487396 0.692536974 0.22442751 0.161222258 0.403928975 0.71159208 6.794228251 0.043271491 0.035023436 0.1597106 0.088998948 0.103011298 0.158791941 0.160721106 0.112829934 0.036564317 0.026266752 0.065809165 0.115934442
1202 103758 0.457649165 0.361007348 0.475843781 0.181983126 0.69193694 0.50736804 0.985286235 0.423570796 0.331055113 0.07257069 0.006947275 0.652924007 5.148142516 0.074561398 0.058816261 0.077525713 0.029649167 0.112732175 0.082661727 0.160525409 0.069009261 0.053936364 0.011823406 0.001131868 0.106376086
2329 108363 0.061197027 0.944351279 0.195295079 0.919544254 0.968414424 0.796185051 0.000249821 0.06288907 0.637821122 0.358072907 0.522697037 0.917648498 6.384365569 0.00997038 0.153856179 0.031817985 0.149814554 0.15777661 0.12971655 4.07015E-05 0.010246052 0.103915485 0.058338174 0.085159168 0.149505692
1943 107473 0.260426458 0.436331902 0.216635415 0.340570565 0.768607333 0.091082132 0.178773403 0.540704594 0.555403244 0.046693603 0.621028425 0.229664142 4.285921215 0.042429359 0.071088334 0.035294808 0.055486647 0.125223516 0.014839339 0.02912623 0.088093006 0.090487748 0.007607444 0.101179575 0.037417482
699 110102 0.224454849 0.985889596 0.898510908 0.849629844 0.699511982 0.242595749 0.343895417 0.780455731 0.592420109 0.406652281 0.439928891 0.459722362 6.923667719 0.036568771 0.16062371 0.146387746 0.138423915 0.113966321 0.039524334 0.05602834 0.127153888 0.096518633 0.066252853 0.071674365 0.074899169
1880 104444 0.522750534 0.569089533 0.247515352 0.349993242 0.869542594 0.98956851 0.054319971 0.795324029 0.524640359 0.538143785 0.464190379 0.230541043 6.155619331 0.085167884 0.092717555 0.040325848 0.057021814 0.141668153 0.161223089 0.008849952 0.12957627 0.085475779 0.087675792 0.07562711 0.037560349
345 109763 0.899142377 0.238037921 0.779031447 0.479711552 0.153202755 0.97772118 0.160576688 0.239918416 0.44413336 0.603034281 0.445817824 0.548128977 5.968456777 0.146490627 0.03878176 0.12692184 0.07815586 0.024960193 0.159292891 0.026161574 0.039088136 0.072359368 0.098247922 0.072633805 0.089302606
2110 104998 0.415052493 0.513510714 0.438896489 0.197585717 0.207503077 0.149600758 0.486044129 0.585226473 0.095572368 0.171614434 0.72204402 0.930453168 4.91310384 0.067621437 0.083662508 0.071506163 0.032191182 0.033806944 0.024373347 0.07918758 0.095346627 0.0155709 0.027959872 0.1176373 0.151591863
2338 102068 0.103625555 0.848432827 0.839853843 0.33017869 0.418522618 0.810026955 0.188524273 0.191926186 0.597582502 0.3986696 0.790540494 0.609456841 6.127340387 0.016882946 0.138228894 0.136831184 0.053793575 0.068186799 0.131971709 0.030714867 0.031269116 0.097359704 0.064952294 0.128796924 0.099294302
814 101471 0.571226295 0.114795476 0.258234972 0.270864687 0.084989959 0.993325863 0.410999904 0.858001542 0.203844783 0.413464269 0.141772701 0.956229997 5.277750447 0.093065681 0.018702779 0.042072317 0.044129983 0.013846786 0.161835246 0.066961179 0.139787854 0.033210925 0.06736268 0.023097979 0.155791491
747 102789 0.288469349 0.764524575 0.915673834 0.822176577 0.082663327 0.833980493 0.377881491 0.611087534 0.891146744 0.163530334 0.67466544 0.45599734 6.881797038 0.046998181 0.124558343 0.149183975 0.133951157 0.013467725 0.135874282 0.06156544 0.099559979 0.145187957 0.02664279 0.109918257 0.074292279
2283 108316 0.668695572 0.926428657 0.997917775 0.028592874 0.898925323 0.913288969 0.469919028 0.135178236 0.966751734 0.649009983 0.741311973 0.82815021 8.224170334 0.108945631 0.150936179 0.162583373 0.004658426 0.146455264 0.148795427 0.076560437 0.022023592 0.15750572 0.105738403 0.120776485 0.134924397
1240 110208 0.833618347 0.451106574 0.97072839 0.606317216 0.909778938 0.002453231 0.074508916 0.793353264 0.22439052 0.429656235 0.29830108 0.36926122 5.96347393 0.13581528 0.073495462 0.158153607 0.098782786 0.148223563 0.000399687 0.012139187 0.129255188 0.03655829 0.070000717 0.048599992 0.060161003
2262 104539 0.777232828 0.052897245 0.484358207 0.380928665 0.581594278 0.545997074 0.588225077 0.469480941 0.728919187 0.789403295 0.456026243 0.493911267 6.348974307 0.126628804 0.008618157 0.078912905 0.062061894 0.09475486 0.088955271 0.095835167 0.076489062 0.11875742 0.128611649 0.074296988 0.080469315
1541 111203 0.537520647 0.201850409 0.658956176 0.261204514 0.833616518 0.700647187 0.823005868 0.958421995 0.560038316 0.453366042 0.813194892 0.928468413 7.730290977 0.087574269 0.032885996 0.107358863 0.042556122 0.135814982 0.114151271 0.134086268 0.156148617 0.091242907 0.073863581 0.132487838 0.151268501
2361 104856 0.661933305 0.132609275 0.504867259 0.934630389 0.438354527 0.768660685 0.932737305 0.644481164 0.287760424 0.518590056 0.058832587 0.376400139 6.259857116 0.107843905 0.02160505 0.082254294 0.152272426 0.071417866 0.125232208 0.151964 0.105000556 0.046882681 0.084490048 0.009585159 0.061324095
2133 103398 0.079739159 0.130385155 0.916278563 0.443319682 0.279900254 0.978083129 0.883134167 0.983592014 0.760610632 0.098148785 0.244121475 0.396728668 6.194041683 0.012991312 0.02124269 0.149282499 0.072226802 0.045602081 0.15935186 0.143882527 0.160249382 0.123920673 0.015990657 0.039772909 0.064636072
1658 102260 0.262582397 0.478178595 0.129607336 0.623824561 0.658735453 0.636120441 0.723794237 0.673213504 0.068484025 0.875793867 0.357851265 0.619000211 6.107185893 0.042780611 0.077906107 0.021115966 0.101635128 0.107322902 0.103638405 0.117922449 0.109681704 0.011157596 0.142686626 0.058302064 0.100849133
1182 110109 0.247316154 0.914016007 0.102680808 0.152028657 0.058536625 0.464394839 0.115741642 0.985933408 0.35376616 0.774326344 0.619683209 0.181661896 4.970085749 0.040293394 0.148913877 0.016729026 0.024768906 0.00953694 0.075660421 0.018856931 0.160630848 0.057636508 0.126155272 0.100960408 0.029596831
2471 107462 0.942266525 0.131481093 0.524230611 0.476637926 0.318355739 0.643939845 0.269974907 0.802551523 0.441402273 0.054642333 0.136429431 0.161782401 4.903694606 0.153516526 0.021421243 0.085409022 0.077655097 0.051867349 0.104912363 0.043985018 0.130753792 0.071914412 0.008902472 0.02222744 0.026358012
1381 111295 0.298908491 0.443580464 0.060396275 0.984332727 0.31180086 0.5723764 0.345321194 0.50145979 0.237091667 0.638711027 0.789232736 0.31275288 5.495964512 0.048698953 0.072269289 0.009839919 0.160370061 0.050799411 0.09325306 0.056260632 0.08169914 0.038627594 0.10406047 0.128583861 0.050954517
2417 104483 0.679099499 0.294459876 0.28169489 0.187039592 0.684040717 0.993158054 0.626768169 0.480125059 0.52415513 0.201844689 0.941263486 0.31566974 6.209318903 0.110640666 0.047974173 0.045894468 0.030472979 0.111445702 0.161807907 0.102114709 0.07822323 0.085396724 0.032885064 0.153353108 0.051429739
404 105275 0.886840989 0.419121649 0.122471889 0.277766077 0.611630935 0.618437735 0.961581615 0.364685298 0.878977573 0.874122469 0.094607307 0.525352081 6.635595617 0.144486452 0.068284395 0.01995344 0.045254375 0.099648511 0.100757493 0.156663391 0.059415482 0.143205324 0.142414318 0.01541367 0.085591735
2288 102622 0.282146944 0.090225186 0.100802625 0.330075856 0.351388177 0.342379123 0.010265004 0.968275127 0.427330418 0.065293237 0.075885313 0.052977039 3.097044049 0.045968118 0.014699723 0.016423027 0.053776821 0.057249081 0.055781302 0.001672401 0.157753915 0.069621789 0.010637745 0.012363434 0.008631158
1651 103711 0.378864202 0.675251462 0.18020335 0.876435365 0.054315743 0.274094896 0.344421476 0.107979711 0.82553111 0.495171017 0.49715166 0.056846081 4.766266073 0.061725546 0.110013734 0.029359201 0.142791141 0.008849263 0.044656257 0.056114047 0.017592337 0.134497687 0.080674557 0.080997248 0.009261512
2552 103120 0.895390681 0.180549774 0.923904687 0.847171498 0.325726209 0.920644247 0.47943209 0.662363748 0.818423126 0.120807904 0.917507012 0.22741297 7.319333947 0.145879391 0.029415641 0.150524967 0.138023395 0.053068165 0.149993768 0.07811033 0.107914033 0.133339635 0.01968234 0.149482641 0.037050716
2479 109819 0.955991705 0.813257733 0.990257021 0.259019426 0.086505621 0.534808864 0.489522231 0.513047768 0.238159359 0.633323461 0.145971605 0.332700338 5.992565132 0.155752668 0.132498076 0.161335263 0.042200122 0.014093722 0.087132458 0.079754242 0.083587084 0.038801545 0.103182714 0.023782075 0.054204409
713 110114 0.453253468 0.416373737 0.776112931 0.473520728 0.758103756 0.693371816 0.485603481 0.440774615 0.441737034 0.926560701 0.837667083 0.516704028 7.219783378 0.07384524 0.067836698 0.126446348 0.077147235 0.123512246 0.112965949 0.079115789 0.071812153 0.071968952 0.150957692 0.136474911 0.084182771
1525 108641 0.052499952 0.080510031 0.542589474 0.342515039 0.555126664 0.081735971 0.708791722 0.063198843 0.175703314 0.46228545 0.299307006 0.641843561 4.006107026 0.008553429 0.013116905 0.088400096 0.055803446 0.090442687 0.013316638 0.1154782 0.010296521 0.028626043 0.075316754 0.04876388 0.104570831
841 102257 0.121003072 0.121175978 0.778392602 0.031571275 0.270088292 0.489318917 0.376487892 0.697313935 0.411896681 0.999167606 0.177188537 0.166679407 4.640284193 0.019714137 0.019742307 0.126817758 0.005143675 0.044003491 0.079721117 0.061338392 0.113608209 0.067107284 0.162786998 0.02886802 0.027155845
1877 102157 0.219887705 0.55506178 0.667264946 0.797670178 0.307070083 0.884169939 0.92271617 0.765990317 0.825124916 0.49960153 0.489945808 0.98946184 7.923965212 0.03582468 0.090432116 0.108712549 0.129958511 0.050028661 0.144051278 0.150331331 0.124797145 0.134431509 0.081396387 0.079823252 0.16120571
2141 106720 0.517445308 0.642037159 0.884177602 0.39059595 0.278158258 0.845266625 0.444548705 0.543304227 0.493108526 0.618815262 0.204029484 0.318298491 6.179785599 0.084303542 0.104602372 0.144052527 0.063636913 0.045318271 0.137713048 0.072427037 0.088516545 0.08033853 0.100819 0.033241017 0.051858022
391 104775 0.050953328 0.763214047 0.502719025 0.513907278 0.551214663 0.860721614 0.64070794 0.249130766 0.910494079 0.4348374 0.219946725 0.757013081 6.454859946 0.008301449 0.124344828 0.081904298 0.083727117 0.089805334 0.140231016 0.104385813 0.040589036 0.148340076 0.070844846 0.035834295 0.12333455
1994 102705 0.970676712 0.124230531 0.596900896 0.443456776 0.344419445 0.307122482 0.003506361 0.501755718 0.385001033 0.87583414 0.312020307 0.458423744 5.323348145 0.158145188 0.020239963 0.097248655 0.072249137 0.056113716 0.050037198 0.000571265 0.081747353 0.062725375 0.142693188 0.050835164 0.074687595
1649 107572 0.359958215 0.953232403 0.493921648 0.49398182 0.23890181 0.744467783 0.303547191 0.211844004 0.316894782 0.731840983 0.982675645 0.048878693 5.880144978 0.058645333 0.155303115 0.080471006 0.08048081 0.038922507 0.121290638 0.049454702 0.034514179 0.051629326 0.119233446 0.160100085 0.007963444
1456 105397 0.363478694 0.245746141 0.367381571 0.15307705 0.944314181 0.32088243 0.786110689 0.401148161 0.835452781 0.565934344 0.267857471 0.704806371 5.956189884 0.059218899 0.040037604 0.059854766 0.024939713 0.153850135 0.052279004 0.128075209 0.065356107 0.136114151 0.092203503 0.043640039 0.114828897
1466 102462 0.761485 0.521485562 0.482874256 0.428859144 0.148290757 0.387922897 0.089484286 0.893243302 0.219947538 0.690251517 0.135432053 0.717269968 5.47654628 0.124063127 0.084961791 0.078671136 0.069870853 0.024159918 0.063201412 0.014579014 0.145529534 0.035834428 0.112457582 0.022064944 0.116859498
347 103593 0.461487056 0.408835567 0.025655437 0.854877036 0.508473955 0.962174884 0.390117529 0.479654569 0.721364796 0.598287859 0.308592225 0.288639222 6.008160135 0.075186678 0.066608559 0.004179851 0.139278802 0.082841906 0.156760048 0.063558968 0.078146576 0.117526638 0.097474622 0.050276652 0.047025857
2430 102950 0.273274005 0.267350574 0.97372902 0.919989209 0.966380837 0.315820775 0.717843521 0.714877469 0.182016827 0.170109624 0.123092211 0.322897288 5.947381361 0.044522515 0.043557455 0.158642478 0.149887047 0.157445292 0.051454346 0.116952943 0.116469706 0.029654657 0.027714705 0.020054505 0.05260727
623 104084 0.578429156 0.122953434 0.400676289 0.361691771 0.577066254 0.395499559 0.99271827 0.552794466 0.083539633 0.880197864 0.358016838 0.49424532 5.797828853 0.09423919 0.020031895 0.065279228 0.058927769 0.094017143 0.064435822 0.161736256 0.09006272 0.013610495 0.143404137 0.058329039 0.08052374
1297 105291 0.378961052 0.230861409 0.430774332 0.665825359 0.729769703 0.596570303 0.140608113 0.334678204 0.681195598 0.818440451 0.955061481 0.673012864 6.635758871 0.061741325 0.037612544 0.07018288 0.108478008 0.118895988 0.097194793 0.022908241 0.054526648 0.110982168 0.133342458 0.155601113 0.109649015
697 106506 0.166776931 0.830613413 0.633196931 0.873133165 0.585046089 0.289595479 0.993041437 0.896480413 0.109063251 0.261347741 0.689967 0.279146392 6.607408242 0.027171734 0.135325709 0.103162099 0.142253138 0.095317238 0.047181653 0.161788907 0.146056933 0.01776887 0.042579457 0.112411228 0.04547926
2473 101708 0.841637998 0.384967357 0.433617652 0.625068612 0.846329765 0.200046825 0.368148438 0.722920708 0.567407396 0.736366414 0.506076846 0.423232889 6.655820898 0.137121863 0.062719888 0.070646121 0.101837812 0.137886258 0.032592152 0.059979706 0.117780132 0.092443496 0.119970741 0.082451363 0.068954209
2306 108717 0.150471059 0.767126982 0.220168207 0.107200036 0.215636063 0.587013385 0.236334514 0.643129548 0.555554078 0.264412635 0.474274104 0.001249526 4.222570138 0.024515138 0.124982333 0.03587038 0.01746531 0.035131991 0.095637755 0.038504237 0.104780347 0.090512323 0.043078798 0.077269977 0.000203576
1052 106168 0.87184046 0.594438683 0.662137753 0.193023701 0.580270838 0.828193705 0.340389026 0.203744558 0.516830564 0.434487956 0.711203022 0.065901527 6.002461792 0.142042527 0.096847504 0.107877214 0.031447926 0.094539242 0.134931484 0.05545707 0.033194596 0.084203387 0.070787914 0.115871056 0.010736849
1101 101493 0.574845049 0.253526191 0.056969837 0.841945471 0.902323603 0.723813592 0.717869841 0.001448125 0.108637235 0.828080341 0.113502069 0.735733989 5.858695344 0.093655258 0.04130515 0.009281675 0.137171957 0.14700892 0.117925603 0.116957231 0.000235932 0.017699462 0.134913014 0.018492054 0.119867705
351 105293 0.174910243 0.087749023 0.457075742 0.085844973 0.333145091 0.026860079 0.684637447 0.260010923 0.818228758 0.126513402 0.435499246 0.997094607 4.487569534 0.028496834 0.0142963 0.074467975 0.013986087 0.054276869 0.004376114 0.111542923 0.042361659 0.133307968 0.020611894 0.070952676 0.16244926
2888 105898 0.086914424 0.943290493 0.656721906 0.640449683 0.574999373 0.980001497 0.819099689 0.442024407 0.954173111 0.257629872 0.284981928 0.204190382 6.844476764 0.014160325 0.153683353 0.10699485 0.104343737 0.093680401 0.159664406 0.133449863 0.072015772 0.155456378 0.041973732 0.046430001 0.033267231
493 102558 0.089403313 0.539686153 0.640602715 0.000328596 0.596375451 0.815136715 0.562163548 0.095789258 0.977225274 0.375810302 0.274720925 0.144551271 5.111793519 0.014565821 0.087927079 0.104368669 5.35357E-05 0.097163048 0.132804205 0.091589155 0.015606236 0.159212096 0.061227997 0.044758251 0.023550671
1810 101898 0.948547036 0.848316144 0.161912964 0.680704972 0.545507477 0.327062131 0.773505906 0.055743826 0.739285022 0.684237385 0.152499017 0.166140432 6.083462311 0.154539763 0.138209884 0.026379283 0.110902234 0.088875504 0.053285817 0.126021604 0.00908193 0.120446249 0.111477744 0.024845538 0.027068034
1849 103048 0.998331339 0.874725106 0.168965048 0.31026963 0.761421544 0.332564376 0.963590307 0.875752016 0.54378704 0.463279164 0.412342368 0.661594582 7.366622519 0.162650752 0.142512501 0.027528227 0.050549939 0.124052789 0.054182258 0.156990652 0.142679808 0.088595206 0.075478653 0.067179897 0.107788719
427 101603 0.299742357 0.835660542 0.748105642 0.642316273 0.383729887 0.433858506 0.027889987 0.503749842 0.738012148 0.614150298 0.366397615 0.561216649 6.154829746 0.048834808 0.136148 0.121883327 0.104647846 0.062518276 0.070685362 0.00454391 0.082072241 0.120238869 0.100058972 0.059694457 0.091434884
2552 101770 0.397404256 0.375907269 0.416332914 0.853527464 0.340886416 0.54897898 0.604281661 0.306463561 0.310356601 0.710381075 0.700706258 0.903612344 6.468838801 0.06474614 0.061243795 0.067830047 0.139058926 0.055538106 0.089441091 0.098451148 0.049929845 0.050564109 0.115737142 0.114160895 0.147218886
1394 106429 0.59437037 0.537104945 0.138071992 0.863036907 0.65299725 0.863082018 0.204644062 0.025634789 0.878152403 0.625976942 0.454732303 0.844950226 6.682754207 0.096836375 0.087506542 0.02249505 0.140608229 0.106388019 0.140615579 0.033341146 0.004176487 0.143070885 0.1019858 0.074086176 0.1376615
331 106298 0.935754307 0.337248017 0.175191039 0.249010301 0.302401832 0.850066776 0.813511517 0.233056017 0.455233453 0.777859233 0.356690257 0.183364211 5.66938696 0.152455538 0.054945329 0.028542582 0.040569409 0.049268097 0.138495101 0.132539423 0.037970096 0.074167824 0.12673086 0.058112909 0.029874177
644 110336 0.659883773 0.361228519 0.824447577 0.816387967 0.700905587 0.095625004 0.112973362 0.566779494 0.861909522 0.851214006 0.571277634 0.283040298 6.705672742 0.107509989 0.058852295 0.134321155 0.133008062 0.114193371 0.015579476 0.018405915 0.092341197 0.140424553 0.138682011 0.093074046 0.046113665
1095 107528 0.274159126 0.39850578 0.839779493 0.762654072 0.768027723 0.09084915 0.511945938 0.401300107 0.718713275 0.901035185 0.025300754 0.781454442 6.473725045 0.044666722 0.064925604 0.13681907 0.124253595 0.125129085 0.014801381 0.083407571 0.065380863 0.117094646 0.146799008 0.004122065 0.127316601
2799 107656 0.366374786 0.078931955 0.943152164 0.874540044 0.215554757 0.310819723 0.434841956 0.385085468 0.410457672 0.042910989 0.580708749 0.290326349 4.933704611 0.059690738 0.0128598 0.153660816 0.14248235 0.035118745 0.050639562 0.070845588 0.062739131 0.066872837 0.006991171 0.094610588 0.047300728
2525 110011 0.764200262 0.239958629 0.767989814 0.806275994 0.939613668 0.210992862 0.222591607 0.300998009 0.672033068 0.466159139 0.63402559 0.962836068 6.987674708 0.124505505 0.039094687 0.125122908 0.131360593 0.153084315 0.034375509 0.036265207 0.049039383 0.109489384 0.075947866 0.103297107 0.156867769
1140 103288 0.23795507 0.347554906 0.044474913 0.794547068 0.22085192 0.644805184 0.381818345 0.259085713 0.872747733 0.350716485 0.581932541 0.453218146 5.189708024 0.038768262 0.056624554 0.007245969 0.129449685 0.035981772 0.105053346 0.062206843 0.042210922 0.142190342 0.057139647 0.094809971 0.073839485
1404 105712 0.731279069 0.415215112 0.965316636 0.29707657 0.99468497 0.383232195 0.809220504 0.285723508 0.232301794 0.358040494 0.055000276 0.698285842 6.225376969 0.119141898 0.067647932 0.15727191 0.048400491 0.162056676 0.062437191 0.13184032 0.046550821 0.037847216 0.058332893 0.008960789 0.113766555
2887 109606 0.463932284 0.289535898 0.191389273 0.192117267 0.687029895 0.039403239 0.473504556 0.919562385 0.252477575 0.120153147 0.820655448 0.374490288 4.824251256 0.075585061 0.047171945 0.031181641 0.031300247 0.111932707 0.006419679 0.0771446 0.149817508 0.041134307 0.019575665 0.133703331 0.061012937
2659 104136 0.71616726 0.00841709 0.011846771 0.90868918 0.978394906 0.9376051 0.749231346 0.673174003 0.655901079 0.683803891 0.726612484 0.276519974 7.326363084 0.116679842 0.001371334 0.001930107 0.148046017 0.159402656 0.152757074 0.12206673 0.109675269 0.106861119 0.111407118 0.118381605 0.045051357
776 107498 0.242922709 0.008788817 0.080696531 0.782575207 0.234040168 0.080597491 0.425865208 0.723855038 0.670549157 0.167259632 0.955755019 0.43972313 4.812628106 0.039577603 0.001431897 0.01314729 0.127499199 0.038130436 0.013131154 0.069383073 0.117932355 0.109247622 0.027250376 0.155714106 0.071640842
713 109004 0.636959831 0.121598035 0.02889168 0.700222548 0.768633387 0.511672876 0.521351545 0.628031622 0.144769809 0.972042397 0.227429655 0.54792889 5.809532276 0.103775161 0.01981107 0.004707108 0.114082088 0.125227761 0.083363083 0.084939957 0.102320554 0.023586276 0.158367689 0.037053434 0.089270007
1392 108588 0.047072602 0.09881429 0.661282642 0.455253026 0.692392701 0.74723887 0.670796657 0.631954934 0.485912397 0.34896473 0.71775765 0.716783049 6.274223547 0.007669191 0.016099083 0.107737897 0.074171013 0.112806429 0.12174211 0.109287945 0.10295975 0.079166118 0.056854246 0.116938953 0.116780168
1202 103008 0.433853017 0.888421384 0.717197963 0.233704395 0.971527256 0.518382253 0.431039871 0.28587675 0.221335192 0.456941592 0.205077192 0.820211262 6.183568128 0.070684468 0.144743935 0.116847767 0.038075731 0.15828376 0.084456192 0.070226143 0.046575787 0.036060508 0.074446119 0.033411712 0.133630963
1227 103835 0.790504411 0.622391469 0.071488517 0.896910673 0.822701933 0.008678396 0.539802123 0.678932666 0.987237087 0.39095898 0.353281363 0.625849054 6.788736673 0.128791045 0.101401645 0.011647096 0.146127032 0.13403675 0.001413907 0.087945973 0.110613485 0.160843247 0.063696059 0.057557523 0.101964964
2278 102733 0.455343806 0.669478015 0.045097411 0.642124666 0.802953511 0.7039053 0.01083555 0.621584274 0.66353703 0.539025497 0.325167481 0.657894131 6.13694667 0.074185803 0.109073108 0.007347388 0.104616629 0.130819285 0.114682092 0.001765356 0.101270135 0.108105188 0.087819443 0.052977136 0.107185832
2299 104059 0.327589024 0.147164409 0.054049092 0.475063048 0.345771163 0.685278361 0.43551185 0.246923206 0.936867187 0.367256559 0.208382539 0.103361037 4.333217474 0.05337166 0.02397641 0.008805819 0.077398514 0.056333942 0.111647342 0.070954729 0.040229374 0.152636851 0.059834399 0.033950228 0.01683985
2191 101653 0.694920381 0.314810528 0.887113606 0.717894827 0.277999418 0.661958177 0.878610344 0.22100167 0.10826316 0.739546499 0.462615123 0.613354268 6.578088002 0.113218245 0.051289754 0.144530868 0.116961302 0.045292392 0.107847957 0.143145494 0.03600617 0.017638517 0.120488849 0.075370465 0.099929281
428 104422 0.721759253 0.918310369 0.447697129 0.999854131 0.195844191 0.09735217 0.983666158 0.559186652 0.442756632 0.506912116 0.12042965 0.756454464 6.750222915 0.117590904 0.149613526 0.072939987 0.162898849 0.031907448 0.01586087 0.160261462 0.091104151 0.072135068 0.082587447 0.019620714 0.123243539
2147 105808 0.506830592 0.701923248 0.758716358 0.378385886 0.805102456 0.870222519 0.741684051 0.963721318 0.516124913 0.779882258 0.46967533 0.335015206 7.827284134 0.082574165 0.114359171 0.123612053 0.061647618 0.131169397 0.141778928 0.120837105 0.157011997 0.08408842 0.127060456 0.076520733 0.054581553
